plate_id,well,clone_id,prep_id,technical_rep,sample_type,assay_id,data_origin,stock_location,raw_slope_per_min,r2,corrected_rate_per_min,flags
DEMO01,H01,,host8,1,host,DEMO_LIPA_OPTICAL_V1,synthetic,,0.0011651642857142838,0.9965657208530843,0.00015115624999999873,
DEMO01,H07,C01,C01_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C01,0.021545628571428565,0.9999991057424445,0.02053162053571428,
DEMO01,F11,C01,C01_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C01,0.021664485714285715,0.9999941174920113,0.02065047767857143,
DEMO01,A07,C02,C02_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C02,0.01940282857142857,0.9999807950155063,0.018388820535714286,
DEMO01,F08,C02,C02_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C02,0.019264535714285713,0.9999869338254067,0.018250527678571427,
DEMO01,H11,C03,C03_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C03,0.030250128571428576,0.9999948877035095,0.02923612053571429,
DEMO01,B02,C03,C03_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C03,0.02992080714285714,0.9999956149386141,0.028906799107142854,
DEMO01,H04,C04,C04_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C04,0.01807120714285714,0.9999879529979021,0.017057199107142856,
DEMO01,E10,C04,C04_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C04,0.018071492857142858,0.9999937973537679,0.017057484821428572,
DEMO01,H03,C05,C05_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C05,0.01572452857142857,0.9999775934305234,0.014710520535714283,
DEMO01,H12,C05,C05_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C05,0.015605914285714286,0.9999929617448778,0.014591906250000002,
DEMO01,F10,C06,C06_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C06,0.016658435714285717,0.9999905654687867,0.01564442767857143,
DEMO01,A04,C06,C06_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C06,0.01652662142857143,0.9999876871758316,0.015512613392857144,
DEMO01,A06,C07,C07_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C07,0.06679162142857142,0.9765626715584189,0.06577761339285713,nonlinear_or_low_signal
DEMO01,C09,C07,C07_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C07,0.06675695,0.9764388339886987,0.0657429419642857,nonlinear_or_low_signal
DEMO01,G04,C08,C08_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C08,0.017786507142857146,0.9999968492786002,0.01677249910714286,
DEMO01,D04,C08,C08_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C08,0.01809448571428571,0.9999849611099254,0.017080477678571425,
DEMO01,B06,C09,C09_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C09,0.014195078571428574,0.9999877525960353,0.013181070535714288,
DEMO01,F03,C09,C09_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C09,0.014204128571428571,0.9999758014412252,0.013190120535714285,
DEMO01,C01,C10,C10_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C10,0.022099399999999998,0.9999970230583144,0.021085391964285712,
DEMO01,E12,C10,C10_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C10,0.022169078571428573,0.9999959273454828,0.021155070535714287,
DEMO01,H05,C11,C11_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C11,0.027846507142857142,0.9999928763074347,0.026832499107142856,
DEMO01,E05,C11,C11_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C11,0.028181207142857136,0.9999923971118043,0.02716719910714285,
DEMO01,B10,C12,C12_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C12,0.016098778571428572,0.9999736675631592,0.015084770535714286,
DEMO01,D10,C12,C12_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C12,0.016225778571428574,0.9999898484292092,0.015211770535714288,
DEMO01,G10,C13,C13_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C13,0.018375535714285716,0.9999943732829042,0.01736152767857143,
DEMO01,E01,C13,C13_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C13,0.018343907142857146,0.9999939574301793,0.01732989910714286,
DEMO01,E06,C14,C14_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C14,0.018261885714285716,0.9999827548179115,0.01724787767857143,
DEMO01,D07,C14,C14_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C14,0.01812632142857143,0.9999946574890639,0.017112313392857143,
DEMO01,A11,C15,C15_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C15,0.02216593571428571,0.9999959259238377,0.021151927678571426,
DEMO01,F07,C15,C15_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C15,0.022098185714285713,0.9999963448937375,0.021084177678571427,
DEMO01,C02,C16,C16_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C16,0.01883276428571429,0.9999929188155111,0.017818756250000005,
DEMO01,A01,C16,C16_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C16,0.018896564285714287,0.9999858844531991,0.01788255625,
DEMO01,B05,C17,C17_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C17,0.01577677142857143,0.9999895636933867,0.014762763392857144,
DEMO01,G09,C17,C17_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C17,0.015715307142857144,0.9999863494851615,0.014701299107142858,
DEMO01,C08,C18,C18_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C18,0.020044350000000006,0.9999902537639399,0.01903034196428572,
DEMO01,D12,C18,C18_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C18,0.019954942857142857,0.9999904901139584,0.01894093482142857,
DEMO01,C10,C19,C19_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C19,0.020969614285714287,0.9999912634782702,0.01995560625,
DEMO01,C05,C19,C19_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C19,0.0370273,0.9999975801117459,0.03601329196428572,
DEMO01,F01,C20,C20_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C20,0.0221686,0.9999956521928657,0.021154591964285714,
DEMO01,F12,C20,C20_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C20,0.022220285714285717,0.9999968038858332,0.02120627767857143,
DEMO01,C07,C21,C21_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C21,0.01795130714285714,0.9999788614674235,0.016937299107142853,
DEMO01,D03,C21,C21_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C21,0.01797945,0.9999861036914152,0.016965441964285715,
DEMO01,C04,C22,C22_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C22,0.01925656428571429,0.9999879514702988,0.018242556250000003,
DEMO01,H09,C22,C22_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C22,0.019333714285714287,0.9999943243460138,0.01831970625,
DEMO01,F06,C23,C23_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C23,0.030000000000000027,1.0,0.02898599196428574,signal_at_or_above_ceiling
DEMO01,C11,C23,C23_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C23,0.030000000000000027,1.0,0.02898599196428574,signal_at_or_above_ceiling
DEMO01,B12,C24,C24_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C24,0.020840307142857145,0.9999970487647941,0.01982629910714286,
DEMO01,H10,C24,C24_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C24,0.02094035714285714,0.9999863264738622,0.019926349107142853,
DEMO01,C03,C25,C25_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C25,0.02060815,0.9999925345075714,0.019594141964285713,
DEMO01,G11,C25,C25_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C25,0.020634485714285715,0.9999862860722499,0.01962047767857143,
DEMO01,D08,C26,C26_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C26,0.014233228571428572,0.999977716309163,0.013219220535714286,
DEMO01,D01,C26,C26_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C26,0.014307042857142857,0.9999841217896045,0.013293034821428573,
DEMO01,D05,C27,C27_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C27,-0.001968399999999998,0.9985442713505424,-0.0029824080357142833,
DEMO01,C06,C27,C27_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C27,-0.0020364499999999982,0.9994236469735504,-0.0030504580357142833,
DEMO01,B01,C28,C28_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C28,0.022293285714285713,0.999988784849947,0.021279277678571427,
DEMO01,A08,C28,C28_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C28,0.022214257142857147,0.9999939196110782,0.02120024910714286,
DEMO01,F04,C29,C29_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C29,0.021358085714285713,0.9999965169886105,0.020344077678571427,
DEMO01,D11,C29,C29_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C29,0.021624350000000004,0.9999924956344182,0.020610341964285718,
DEMO01,G07,C30,C30_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C30,0.020870528571428574,0.999998853598898,0.019856520535714288,
DEMO01,G12,C30,C30_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C30,0.02093355,0.999992466468128,0.019919541964285713,
DEMO01,F09,C31,C31_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C31,0.01551460714285714,0.9999810117106386,0.014500599107142857,
DEMO01,E08,C31,C31_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C31,0.015598978571428572,0.9999978371607849,0.014584970535714288,
DEMO01,B03,C32,C32_prep1,1,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C32,0.021947142857142856,0.9999906523114976,0.02093313482142857,
DEMO01,F02,C32,C32_prep1,2,candidate,DEMO_LIPA_OPTICAL_V1,synthetic,DEMO_ONLY/boxA/C32,0.021858957142857145,0.999990222016715,0.02084494910714286,
