run_id,plate_id,well,time_s,signal,signal_unit,data_origin
DEMO_RUN_01,DEMO01,H06,180,0.1438238,AU,synthetic
DEMO_RUN_01,DEMO01,E04,0,0.0827846,AU,synthetic
DEMO_RUN_01,DEMO01,E04,30,0.0938127,AU,synthetic
DEMO_RUN_01,DEMO01,E04,60,0.1048232,AU,synthetic
DEMO_RUN_01,DEMO01,E04,90,0.1157544,AU,synthetic
DEMO_RUN_01,DEMO01,E04,120,0.1268401,AU,synthetic
DEMO_RUN_01,DEMO01,E04,150,0.1379181,AU,synthetic
DEMO_RUN_01,DEMO01,E04,180,0.1489858,AU,synthetic
DEMO_RUN_01,DEMO01,E11,0,0.082142,AU,synthetic
DEMO_RUN_01,DEMO01,E11,30,0.0933719,AU,synthetic
DEMO_RUN_01,DEMO01,E11,60,0.1042547,AU,synthetic
DEMO_RUN_01,DEMO01,E11,90,0.1155333,AU,synthetic
DEMO_RUN_01,DEMO01,E11,120,0.1265313,AU,synthetic
DEMO_RUN_01,DEMO01,E11,150,0.1375814,AU,synthetic
DEMO_RUN_01,DEMO01,E11,180,0.148646,AU,synthetic
DEMO_RUN_01,DEMO01,B11,0,0.0827229,AU,synthetic
DEMO_RUN_01,DEMO01,B11,30,0.0933906,AU,synthetic
DEMO_RUN_01,DEMO01,B11,60,0.103977,AU,synthetic
DEMO_RUN_01,DEMO01,B11,90,0.1144136,AU,synthetic
DEMO_RUN_01,DEMO01,B11,120,0.125124,AU,synthetic
DEMO_RUN_01,DEMO01,B11,150,0.1355929,AU,synthetic
DEMO_RUN_01,DEMO01,B11,180,0.1461141,AU,synthetic
DEMO_RUN_01,DEMO01,A09,0,0.0825516,AU,synthetic
DEMO_RUN_01,DEMO01,A09,30,0.0928513,AU,synthetic
DEMO_RUN_01,DEMO01,A09,60,0.1034865,AU,synthetic
DEMO_RUN_01,DEMO01,A09,90,0.1140177,AU,synthetic
DEMO_RUN_01,DEMO01,A09,120,0.1245148,AU,synthetic
DEMO_RUN_01,DEMO01,A09,150,0.1350209,AU,synthetic
DEMO_RUN_01,DEMO01,A09,180,0.1454107,AU,synthetic
DEMO_RUN_01,DEMO01,C12,0,0.0808841,AU,synthetic
DEMO_RUN_01,DEMO01,C12,30,0.0914238,AU,synthetic
DEMO_RUN_01,DEMO01,C12,60,0.1018173,AU,synthetic
DEMO_RUN_01,DEMO01,C12,90,0.1122048,AU,synthetic
DEMO_RUN_01,DEMO01,C12,120,0.1226377,AU,synthetic
DEMO_RUN_01,DEMO01,C12,150,0.1331461,AU,synthetic
DEMO_RUN_01,DEMO01,C12,180,0.1434637,AU,synthetic
DEMO_RUN_01,DEMO01,B08,0,0.079209,AU,synthetic
DEMO_RUN_01,DEMO01,B08,30,0.0893847,AU,synthetic
DEMO_RUN_01,DEMO01,B08,60,0.0999922,AU,synthetic
DEMO_RUN_01,DEMO01,B08,90,0.1103568,AU,synthetic
DEMO_RUN_01,DEMO01,B08,120,0.1206875,AU,synthetic
DEMO_RUN_01,DEMO01,B08,150,0.1311204,AU,synthetic
DEMO_RUN_01,DEMO01,B08,180,0.1414206,AU,synthetic
DEMO_RUN_01,DEMO01,E07,0,0.0788763,AU,synthetic
DEMO_RUN_01,DEMO01,E07,30,0.0890615,AU,synthetic
DEMO_RUN_01,DEMO01,E07,60,0.0994096,AU,synthetic
DEMO_RUN_01,DEMO01,E07,90,0.1098642,AU,synthetic
DEMO_RUN_01,DEMO01,E07,120,0.1201144,AU,synthetic
DEMO_RUN_01,DEMO01,E07,150,0.1305147,AU,synthetic
DEMO_RUN_01,DEMO01,E07,180,0.1408632,AU,synthetic
DEMO_RUN_01,DEMO01,B07,0,0.0790877,AU,synthetic
DEMO_RUN_01,DEMO01,B07,30,0.0894176,AU,synthetic
DEMO_RUN_01,DEMO01,B07,60,0.0995585,AU,synthetic
DEMO_RUN_01,DEMO01,B07,90,0.1099135,AU,synthetic
DEMO_RUN_01,DEMO01,B07,120,0.1199838,AU,synthetic
DEMO_RUN_01,DEMO01,B07,150,0.1304005,AU,synthetic
DEMO_RUN_01,DEMO01,B07,180,0.1405663,AU,synthetic
DEMO_RUN_01,DEMO01,G02,0,0.0807252,AU,synthetic
DEMO_RUN_01,DEMO01,G02,30,0.0915906,AU,synthetic
DEMO_RUN_01,DEMO01,G02,60,0.1022422,AU,synthetic
DEMO_RUN_01,DEMO01,G02,90,0.1129682,AU,synthetic
DEMO_RUN_01,DEMO01,G02,120,0.1236061,AU,synthetic
DEMO_RUN_01,DEMO01,G02,150,0.1343519,AU,synthetic
DEMO_RUN_01,DEMO01,G02,180,0.1450575,AU,synthetic
DEMO_RUN_01,DEMO01,D09,0,0.0816318,AU,synthetic
DEMO_RUN_01,DEMO01,D09,30,0.0923066,AU,synthetic
DEMO_RUN_01,DEMO01,D09,60,0.1030957,AU,synthetic
DEMO_RUN_01,DEMO01,D09,90,0.1138216,AU,synthetic
DEMO_RUN_01,DEMO01,D09,120,0.1245158,AU,synthetic
DEMO_RUN_01,DEMO01,D09,150,0.1350117,AU,synthetic
DEMO_RUN_01,DEMO01,D09,180,0.1458609,AU,synthetic
DEMO_RUN_01,DEMO01,D06,0,0.0789525,AU,synthetic
DEMO_RUN_01,DEMO01,D06,30,0.0893782,AU,synthetic
DEMO_RUN_01,DEMO01,D06,60,0.0996749,AU,synthetic
DEMO_RUN_01,DEMO01,D06,90,0.109947,AU,synthetic
DEMO_RUN_01,DEMO01,D06,120,0.1201457,AU,synthetic
DEMO_RUN_01,DEMO01,D06,150,0.1305381,AU,synthetic
DEMO_RUN_01,DEMO01,D06,180,0.1407928,AU,synthetic
DEMO_RUN_01,DEMO01,E02,0,0.077038,AU,synthetic
DEMO_RUN_01,DEMO01,E02,30,0.0873368,AU,synthetic
DEMO_RUN_01,DEMO01,E02,60,0.0975123,AU,synthetic
DEMO_RUN_01,DEMO01,E02,90,0.1079379,AU,synthetic
DEMO_RUN_01,DEMO01,E02,120,0.1180694,AU,synthetic
DEMO_RUN_01,DEMO01,E02,150,0.1283749,AU,synthetic
DEMO_RUN_01,DEMO01,E02,180,0.1385402,AU,synthetic
DEMO_RUN_01,DEMO01,G01,0,0.0792116,AU,synthetic
DEMO_RUN_01,DEMO01,G01,30,0.0795939,AU,synthetic
DEMO_RUN_01,DEMO01,G01,60,0.0802281,AU,synthetic
DEMO_RUN_01,DEMO01,G01,90,0.080607,AU,synthetic
DEMO_RUN_01,DEMO01,G01,120,0.0812489,AU,synthetic
DEMO_RUN_01,DEMO01,G01,150,0.0817157,AU,synthetic
DEMO_RUN_01,DEMO01,G01,180,0.0822686,AU,synthetic
DEMO_RUN_01,DEMO01,A03,0,0.0810252,AU,synthetic
DEMO_RUN_01,DEMO01,A03,30,0.0816196,AU,synthetic
DEMO_RUN_01,DEMO01,A03,60,0.0819914,AU,synthetic
DEMO_RUN_01,DEMO01,A03,90,0.0826075,AU,synthetic
DEMO_RUN_01,DEMO01,A03,120,0.0831653,AU,synthetic
DEMO_RUN_01,DEMO01,A03,150,0.0835159,AU,synthetic
DEMO_RUN_01,DEMO01,A03,180,0.0840243,AU,synthetic
DEMO_RUN_01,DEMO01,H08,0,0.0772126,AU,synthetic
DEMO_RUN_01,DEMO01,H08,30,0.0777135,AU,synthetic
DEMO_RUN_01,DEMO01,H08,60,0.078286,AU,synthetic
DEMO_RUN_01,DEMO01,H08,90,0.0789022,AU,synthetic
DEMO_RUN_01,DEMO01,H08,120,0.0793021,AU,synthetic
DEMO_RUN_01,DEMO01,H08,150,0.079926,AU,synthetic
DEMO_RUN_01,DEMO01,H08,180,0.0803194,AU,synthetic
DEMO_RUN_01,DEMO01,A10,0,0.081511,AU,synthetic
DEMO_RUN_01,DEMO01,A10,30,0.0819257,AU,synthetic
DEMO_RUN_01,DEMO01,A10,60,0.082562,AU,synthetic
DEMO_RUN_01,DEMO01,A10,90,0.0830295,AU,synthetic
DEMO_RUN_01,DEMO01,A10,120,0.0834204,AU,synthetic
DEMO_RUN_01,DEMO01,A10,150,0.0840161,AU,synthetic
DEMO_RUN_01,DEMO01,A10,180,0.0844254,AU,synthetic
DEMO_RUN_01,DEMO01,A12,0,0.0810274,AU,synthetic
DEMO_RUN_01,DEMO01,A12,30,0.0816173,AU,synthetic
DEMO_RUN_01,DEMO01,A12,60,0.0820834,AU,synthetic
DEMO_RUN_01,DEMO01,A12,90,0.082557,AU,synthetic
DEMO_RUN_01,DEMO01,A12,120,0.0829987,AU,synthetic
DEMO_RUN_01,DEMO01,A12,150,0.0835562,AU,synthetic
DEMO_RUN_01,DEMO01,A12,180,0.0839222,AU,synthetic
DEMO_RUN_01,DEMO01,G05,0,0.0792506,AU,synthetic
DEMO_RUN_01,DEMO01,G05,30,0.0798384,AU,synthetic
DEMO_RUN_01,DEMO01,G05,60,0.080121,AU,synthetic
DEMO_RUN_01,DEMO01,G05,90,0.0807894,AU,synthetic
DEMO_RUN_01,DEMO01,G05,120,0.0811695,AU,synthetic
DEMO_RUN_01,DEMO01,G05,150,0.0817198,AU,synthetic
DEMO_RUN_01,DEMO01,G05,180,0.0822636,AU,synthetic
DEMO_RUN_01,DEMO01,D02,0,0.0826349,AU,synthetic
DEMO_RUN_01,DEMO01,D02,30,0.0830999,AU,synthetic
DEMO_RUN_01,DEMO01,D02,60,0.0837037,AU,synthetic
DEMO_RUN_01,DEMO01,D02,90,0.0841918,AU,synthetic
DEMO_RUN_01,DEMO01,D02,120,0.0847201,AU,synthetic
DEMO_RUN_01,DEMO01,D02,150,0.0851646,AU,synthetic
DEMO_RUN_01,DEMO01,D02,180,0.0856797,AU,synthetic
DEMO_RUN_01,DEMO01,G06,0,0.0781277,AU,synthetic
DEMO_RUN_01,DEMO01,G06,30,0.0786066,AU,synthetic
DEMO_RUN_01,DEMO01,G06,60,0.0790478,AU,synthetic
DEMO_RUN_01,DEMO01,G06,90,0.0796647,AU,synthetic
DEMO_RUN_01,DEMO01,G06,120,0.080085,AU,synthetic
DEMO_RUN_01,DEMO01,G06,150,0.0807522,AU,synthetic
DEMO_RUN_01,DEMO01,G06,180,0.0813575,AU,synthetic
DEMO_RUN_01,DEMO01,E03,0,0.0818878,AU,synthetic
DEMO_RUN_01,DEMO01,E03,30,0.0824106,AU,synthetic
DEMO_RUN_01,DEMO01,E03,60,0.0831153,AU,synthetic
DEMO_RUN_01,DEMO01,E03,90,0.0837326,AU,synthetic
DEMO_RUN_01,DEMO01,E03,120,0.0844062,AU,synthetic
DEMO_RUN_01,DEMO01,E03,150,0.0848669,AU,synthetic
DEMO_RUN_01,DEMO01,E03,180,0.0856509,AU,synthetic
DEMO_RUN_01,DEMO01,G03,0,0.0777593,AU,synthetic
DEMO_RUN_01,DEMO01,G03,30,0.0784464,AU,synthetic
DEMO_RUN_01,DEMO01,G03,60,0.0789053,AU,synthetic
DEMO_RUN_01,DEMO01,G03,90,0.0795683,AU,synthetic
DEMO_RUN_01,DEMO01,G03,120,0.0801959,AU,synthetic
DEMO_RUN_01,DEMO01,G03,150,0.0807153,AU,synthetic
DEMO_RUN_01,DEMO01,G03,180,0.0815145,AU,synthetic
DEMO_RUN_01,DEMO01,H02,0,0.0799978,AU,synthetic
DEMO_RUN_01,DEMO01,H02,30,0.0806273,AU,synthetic
DEMO_RUN_01,DEMO01,H02,60,0.0813732,AU,synthetic
DEMO_RUN_01,DEMO01,H02,90,0.0819324,AU,synthetic
DEMO_RUN_01,DEMO01,H02,120,0.0825315,AU,synthetic
DEMO_RUN_01,DEMO01,H02,150,0.082968,AU,synthetic
DEMO_RUN_01,DEMO01,H02,180,0.0837125,AU,synthetic
DEMO_RUN_01,DEMO01,A05,0,0.0773129,AU,synthetic
DEMO_RUN_01,DEMO01,A05,30,0.07773,AU,synthetic
DEMO_RUN_01,DEMO01,A05,60,0.0784918,AU,synthetic
DEMO_RUN_01,DEMO01,A05,90,0.078939,AU,synthetic
DEMO_RUN_01,DEMO01,A05,120,0.079661,AU,synthetic
DEMO_RUN_01,DEMO01,A05,150,0.0802206,AU,synthetic
DEMO_RUN_01,DEMO01,A05,180,0.0807541,AU,synthetic
DEMO_RUN_01,DEMO01,G08,0,0.0783654,AU,synthetic
DEMO_RUN_01,DEMO01,G08,30,0.0789501,AU,synthetic
DEMO_RUN_01,DEMO01,G08,60,0.0795135,AU,synthetic
DEMO_RUN_01,DEMO01,G08,90,0.0801302,AU,synthetic
DEMO_RUN_01,DEMO01,G08,120,0.0806645,AU,synthetic
DEMO_RUN_01,DEMO01,G08,150,0.081114,AU,synthetic
DEMO_RUN_01,DEMO01,G08,180,0.0817152,AU,synthetic
DEMO_RUN_01,DEMO01,B04,0,0.0774083,AU,synthetic
DEMO_RUN_01,DEMO01,B04,30,0.0779871,AU,synthetic
DEMO_RUN_01,DEMO01,B04,60,0.0785935,AU,synthetic
DEMO_RUN_01,DEMO01,B04,90,0.0792302,AU,synthetic
DEMO_RUN_01,DEMO01,B04,120,0.0798987,AU,synthetic
DEMO_RUN_01,DEMO01,B04,150,0.0805218,AU,synthetic
DEMO_RUN_01,DEMO01,B04,180,0.0811398,AU,synthetic
DEMO_RUN_01,DEMO01,F05,0,0.0780574,AU,synthetic
DEMO_RUN_01,DEMO01,F05,30,0.0785139,AU,synthetic
DEMO_RUN_01,DEMO01,F05,60,0.0791255,AU,synthetic
DEMO_RUN_01,DEMO01,F05,90,0.0797646,AU,synthetic
DEMO_RUN_01,DEMO01,F05,120,0.0804407,AU,synthetic
DEMO_RUN_01,DEMO01,F05,150,0.0808925,AU,synthetic
DEMO_RUN_01,DEMO01,F05,180,0.0816229,AU,synthetic
DEMO_RUN_01,DEMO01,H01,0,0.0830633,AU,synthetic
DEMO_RUN_01,DEMO01,H01,30,0.0836826,AU,synthetic
DEMO_RUN_01,DEMO01,H01,60,0.0840694,AU,synthetic
DEMO_RUN_01,DEMO01,H01,90,0.084686,AU,synthetic
DEMO_RUN_01,DEMO01,H01,120,0.0853353,AU,synthetic
DEMO_RUN_01,DEMO01,H01,150,0.0859933,AU,synthetic
DEMO_RUN_01,DEMO01,H01,180,0.0865383,AU,synthetic
DEMO_RUN_01,DEMO01,H07,0,0.0811294,AU,synthetic
DEMO_RUN_01,DEMO01,H07,30,0.091906,AU,synthetic
DEMO_RUN_01,DEMO01,H07,60,0.1026449,AU,synthetic
DEMO_RUN_01,DEMO01,H07,90,0.1134915,AU,synthetic
DEMO_RUN_01,DEMO01,H07,120,0.1242161,AU,synthetic
DEMO_RUN_01,DEMO01,H07,150,0.1349858,AU,synthetic
DEMO_RUN_01,DEMO01,H07,180,0.1457654,AU,synthetic
DEMO_RUN_01,DEMO01,F11,0,0.0820406,AU,synthetic
DEMO_RUN_01,DEMO01,F11,30,0.0927946,AU,synthetic
DEMO_RUN_01,DEMO01,F11,60,0.1037914,AU,synthetic
DEMO_RUN_01,DEMO01,F11,90,0.1144807,AU,synthetic
DEMO_RUN_01,DEMO01,F11,120,0.1253924,AU,synthetic
DEMO_RUN_01,DEMO01,F11,150,0.136222,AU,synthetic
DEMO_RUN_01,DEMO01,F11,180,0.1469896,AU,synthetic
DEMO_RUN_01,DEMO01,A07,0,0.0824501,AU,synthetic
DEMO_RUN_01,DEMO01,A07,30,0.0919466,AU,synthetic
DEMO_RUN_01,DEMO01,A07,60,0.1017669,AU,synthetic
DEMO_RUN_01,DEMO01,A07,90,0.1113068,AU,synthetic
DEMO_RUN_01,DEMO01,A07,120,0.1212118,AU,synthetic
DEMO_RUN_01,DEMO01,A07,150,0.1308038,AU,synthetic
DEMO_RUN_01,DEMO01,A07,180,0.1406102,AU,synthetic
DEMO_RUN_01,DEMO01,F08,0,0.0773419,AU,synthetic
DEMO_RUN_01,DEMO01,F08,30,0.0871612,AU,synthetic
DEMO_RUN_01,DEMO01,F08,60,0.0966402,AU,synthetic
DEMO_RUN_01,DEMO01,F08,90,0.1064376,AU,synthetic
DEMO_RUN_01,DEMO01,F08,120,0.1159451,AU,synthetic
DEMO_RUN_01,DEMO01,F08,150,0.1255663,AU,synthetic
DEMO_RUN_01,DEMO01,F08,180,0.1352047,AU,synthetic
DEMO_RUN_01,DEMO01,H11,0,0.0805439,AU,synthetic
DEMO_RUN_01,DEMO01,H11,30,0.0957992,AU,synthetic
DEMO_RUN_01,DEMO01,H11,60,0.1108125,AU,synthetic
DEMO_RUN_01,DEMO01,H11,90,0.1260903,AU,synthetic
DEMO_RUN_01,DEMO01,H11,120,0.1411152,AU,synthetic
DEMO_RUN_01,DEMO01,H11,150,0.1562997,AU,synthetic
DEMO_RUN_01,DEMO01,H11,180,0.1712766,AU,synthetic
DEMO_RUN_01,DEMO01,B02,0,0.0797204,AU,synthetic
DEMO_RUN_01,DEMO01,B02,30,0.0944984,AU,synthetic
DEMO_RUN_01,DEMO01,B02,60,0.1094617,AU,synthetic
DEMO_RUN_01,DEMO01,B02,90,0.1245244,AU,synthetic
DEMO_RUN_01,DEMO01,B02,120,0.1394049,AU,synthetic
DEMO_RUN_01,DEMO01,B02,150,0.1544409,AU,synthetic
DEMO_RUN_01,DEMO01,B02,180,0.1694081,AU,synthetic
DEMO_RUN_01,DEMO01,H04,0,0.0775587,AU,synthetic
DEMO_RUN_01,DEMO01,H04,30,0.0864224,AU,synthetic
DEMO_RUN_01,DEMO01,H04,60,0.0955802,AU,synthetic
DEMO_RUN_01,DEMO01,H04,90,0.1046231,AU,synthetic
DEMO_RUN_01,DEMO01,H04,120,0.113724,AU,synthetic
DEMO_RUN_01,DEMO01,H04,150,0.122706,AU,synthetic
DEMO_RUN_01,DEMO01,H04,180,0.131654,AU,synthetic
DEMO_RUN_01,DEMO01,E10,0,0.0814043,AU,synthetic
DEMO_RUN_01,DEMO01,E10,30,0.0905441,AU,synthetic
DEMO_RUN_01,DEMO01,E10,60,0.0994251,AU,synthetic
DEMO_RUN_01,DEMO01,E10,90,0.1084951,AU,synthetic
DEMO_RUN_01,DEMO01,E10,120,0.1175574,AU,synthetic
DEMO_RUN_01,DEMO01,E10,150,0.1266235,AU,synthetic
DEMO_RUN_01,DEMO01,E10,180,0.1356409,AU,synthetic
DEMO_RUN_01,DEMO01,H03,0,0.0778593,AU,synthetic
DEMO_RUN_01,DEMO01,H03,30,0.0855974,AU,synthetic
DEMO_RUN_01,DEMO01,H03,60,0.0935908,AU,synthetic
DEMO_RUN_01,DEMO01,H03,90,0.1014868,AU,synthetic
DEMO_RUN_01,DEMO01,H03,120,0.1092493,AU,synthetic
DEMO_RUN_01,DEMO01,H03,150,0.1170124,AU,synthetic
DEMO_RUN_01,DEMO01,H03,180,0.1250776,AU,synthetic
DEMO_RUN_01,DEMO01,H12,0,0.0773277,AU,synthetic
DEMO_RUN_01,DEMO01,H12,30,0.0851358,AU,synthetic
DEMO_RUN_01,DEMO01,H12,60,0.0929522,AU,synthetic
DEMO_RUN_01,DEMO01,H12,90,0.100762,AU,synthetic
DEMO_RUN_01,DEMO01,H12,120,0.1084411,AU,synthetic
DEMO_RUN_01,DEMO01,H12,150,0.1163564,AU,synthetic
DEMO_RUN_01,DEMO01,H12,180,0.1241786,AU,synthetic
DEMO_RUN_01,DEMO01,F10,0,0.0793311,AU,synthetic
DEMO_RUN_01,DEMO01,F10,30,0.0877416,AU,synthetic
DEMO_RUN_01,DEMO01,F10,60,0.0960544,AU,synthetic
DEMO_RUN_01,DEMO01,F10,90,0.1043919,AU,synthetic
DEMO_RUN_01,DEMO01,F10,120,0.1127832,AU,synthetic
DEMO_RUN_01,DEMO01,F10,150,0.1209441,AU,synthetic
DEMO_RUN_01,DEMO01,F10,180,0.1293592,AU,synthetic
DEMO_RUN_01,DEMO01,A04,0,0.0819565,AU,synthetic
DEMO_RUN_01,DEMO01,A04,30,0.090081,AU,synthetic
DEMO_RUN_01,DEMO01,A04,60,0.0985108,AU,synthetic
DEMO_RUN_01,DEMO01,A04,90,0.1066404,AU,synthetic
DEMO_RUN_01,DEMO01,A04,120,0.1149637,AU,synthetic
DEMO_RUN_01,DEMO01,A04,150,0.1232819,AU,synthetic
DEMO_RUN_01,DEMO01,A04,180,0.1314625,AU,synthetic
DEMO_RUN_01,DEMO01,A06,0,0.0823431,AU,synthetic
DEMO_RUN_01,DEMO01,A06,30,0.1007077,AU,synthetic
DEMO_RUN_01,DEMO01,A06,60,0.1251638,AU,synthetic
DEMO_RUN_01,DEMO01,A06,90,0.1556443,AU,synthetic
DEMO_RUN_01,DEMO01,A06,120,0.1920377,AU,synthetic
DEMO_RUN_01,DEMO01,A06,150,0.234315,AU,synthetic
DEMO_RUN_01,DEMO01,A06,180,0.2826745,AU,synthetic
DEMO_RUN_01,DEMO01,C09,0,0.0787562,AU,synthetic
DEMO_RUN_01,DEMO01,C09,30,0.097096,AU,synthetic
DEMO_RUN_01,DEMO01,C09,60,0.1216482,AU,synthetic
DEMO_RUN_01,DEMO01,C09,90,0.1519783,AU,synthetic
DEMO_RUN_01,DEMO01,C09,120,0.1882041,AU,synthetic
DEMO_RUN_01,DEMO01,C09,150,0.230709,AU,synthetic
DEMO_RUN_01,DEMO01,C09,180,0.279028,AU,synthetic
DEMO_RUN_01,DEMO01,G04,0,0.0787136,AU,synthetic
DEMO_RUN_01,DEMO01,G04,30,0.08756,AU,synthetic
DEMO_RUN_01,DEMO01,G04,60,0.0964613,AU,synthetic
DEMO_RUN_01,DEMO01,G04,90,0.1054353,AU,synthetic
DEMO_RUN_01,DEMO01,G04,120,0.1142297,AU,synthetic
DEMO_RUN_01,DEMO01,G04,150,0.1231502,AU,synthetic
DEMO_RUN_01,DEMO01,G04,180,0.1320677,AU,synthetic
DEMO_RUN_01,DEMO01,D04,0,0.0828799,AU,synthetic
DEMO_RUN_01,DEMO01,D04,30,0.0917762,AU,synthetic
DEMO_RUN_01,DEMO01,D04,60,0.1008851,AU,synthetic
DEMO_RUN_01,DEMO01,D04,90,0.1099367,AU,synthetic
DEMO_RUN_01,DEMO01,D04,120,0.1189026,AU,synthetic
DEMO_RUN_01,DEMO01,D04,150,0.1281584,AU,synthetic
DEMO_RUN_01,DEMO01,D04,180,0.1370602,AU,synthetic
DEMO_RUN_01,DEMO01,B06,0,0.0790128,AU,synthetic
DEMO_RUN_01,DEMO01,B06,30,0.0861545,AU,synthetic
DEMO_RUN_01,DEMO01,B06,60,0.0933033,AU,synthetic
DEMO_RUN_01,DEMO01,B06,90,0.1003058,AU,synthetic
DEMO_RUN_01,DEMO01,B06,120,0.1074747,AU,synthetic
DEMO_RUN_01,DEMO01,B06,150,0.1146077,AU,synthetic
DEMO_RUN_01,DEMO01,B06,180,0.1215639,AU,synthetic
DEMO_RUN_01,DEMO01,F03,0,0.0825068,AU,synthetic
DEMO_RUN_01,DEMO01,F03,30,0.0895406,AU,synthetic
DEMO_RUN_01,DEMO01,F03,60,0.0965812,AU,synthetic
DEMO_RUN_01,DEMO01,F03,90,0.1037649,AU,synthetic
DEMO_RUN_01,DEMO01,F03,120,0.1107567,AU,synthetic
DEMO_RUN_01,DEMO01,F03,150,0.1178898,AU,synthetic
DEMO_RUN_01,DEMO01,F03,180,0.1251681,AU,synthetic
DEMO_RUN_01,DEMO01,C01,0,0.0783147,AU,synthetic
DEMO_RUN_01,DEMO01,C01,30,0.0893503,AU,synthetic
DEMO_RUN_01,DEMO01,C01,60,0.1004298,AU,synthetic
DEMO_RUN_01,DEMO01,C01,90,0.1114023,AU,synthetic
DEMO_RUN_01,DEMO01,C01,120,0.1224373,AU,synthetic
DEMO_RUN_01,DEMO01,C01,150,0.1335355,AU,synthetic
DEMO_RUN_01,DEMO01,C01,180,0.1446526,AU,synthetic
DEMO_RUN_01,DEMO01,E12,0,0.0784327,AU,synthetic
DEMO_RUN_01,DEMO01,E12,30,0.0893864,AU,synthetic
DEMO_RUN_01,DEMO01,E12,60,0.1006103,AU,synthetic
DEMO_RUN_01,DEMO01,E12,90,0.1116648,AU,synthetic
DEMO_RUN_01,DEMO01,E12,120,0.12271,AU,synthetic
DEMO_RUN_01,DEMO01,E12,150,0.1338433,AU,synthetic
DEMO_RUN_01,DEMO01,E12,180,0.1448839,AU,synthetic
DEMO_RUN_01,DEMO01,H05,0,0.0791938,AU,synthetic
DEMO_RUN_01,DEMO01,H05,30,0.0930709,AU,synthetic
DEMO_RUN_01,DEMO01,H05,60,0.1069785,AU,synthetic
DEMO_RUN_01,DEMO01,H05,90,0.1208689,AU,synthetic
DEMO_RUN_01,DEMO01,H05,120,0.1349773,AU,synthetic
DEMO_RUN_01,DEMO01,H05,150,0.148875,AU,synthetic
DEMO_RUN_01,DEMO01,H05,180,0.1626085,AU,synthetic
DEMO_RUN_01,DEMO01,E05,0,0.0772265,AU,synthetic
DEMO_RUN_01,DEMO01,E05,30,0.0915408,AU,synthetic
DEMO_RUN_01,DEMO01,E05,60,0.1055147,AU,synthetic
DEMO_RUN_01,DEMO01,E05,90,0.1196244,AU,synthetic
DEMO_RUN_01,DEMO01,E05,120,0.1338151,AU,synthetic
DEMO_RUN_01,DEMO01,E05,150,0.1477604,AU,synthetic
DEMO_RUN_01,DEMO01,E05,180,0.1618256,AU,synthetic
DEMO_RUN_01,DEMO01,B10,0,0.0824005,AU,synthetic
DEMO_RUN_01,DEMO01,B10,30,0.090657,AU,synthetic
DEMO_RUN_01,DEMO01,B10,60,0.098492,AU,synthetic
DEMO_RUN_01,DEMO01,B10,90,0.1066089,AU,synthetic
DEMO_RUN_01,DEMO01,B10,120,0.1146844,AU,synthetic
DEMO_RUN_01,DEMO01,B10,150,0.1226011,AU,synthetic
DEMO_RUN_01,DEMO01,B10,180,0.1308346,AU,synthetic
DEMO_RUN_01,DEMO01,D10,0,0.0780011,AU,synthetic
DEMO_RUN_01,DEMO01,D10,30,0.0861692,AU,synthetic
DEMO_RUN_01,DEMO01,D10,60,0.0941254,AU,synthetic
